Question,Subj_Q,Answer,Subj_A,Domain
هل من حق العميل بعد انتهاء العمل طلب تعديلات,0,هل هذه الطلبات أو التعديلات خارج نطاق مهامك أو عملك لأن الإجابة ستختلف هنا,0,العمل الحر
ما هي مميزات أن تشتري خدمة من بائع جديد على  خمسات  ,0,الحقيقة يا صديقي مازلت على رأي القديم في كون خمسات أداة قويه لنجاح المشاريع عامة  سواء لاصحاب المشاريع او المستقلين  كونه يعتمد في تقديم الخدمات علي عنصريين أساسيين هما جودة الخدمه المقدمة وسعرها الإقتصادي جدآ ومن مزايا التعامل مع البائعين الجدد علي خمسات  كون إعطاء هذا البائع تحفيز بتطوير خدمة لتكون افضل وكذلك إكتشاف تلك المواهب التي لم تخرج للعلن بعد فأنت بإختيارك للبائع الجديد علي منصة خمسات تساهم في ظهوره وكذلك الحصول علي خدماته التي ربما يقدمها بمهارة شديدة والعيب في ذلك ربما لا يكن هذا الاختيار صائب فيتضرر بذلك عملي من شراء خدمته  ولكن لا اري هذا عيب في الحقيقة فيوجد علي المنصة الكثير غيرة من المبدعين الذين يستطيعون تقديم خدماتهم بمهارة عالية اما بالنسبة الي كيفية تقييم البائع الجديد قبل شراء خدمته وهي نقطة هامة جدا تطرقت اليها يا صديقي فحسن الاختيار هنا سينعكس علي جودة الخدمة التي ستحصل عليها  ويتم التقييم من خلال معرض النماذج حول الخدمة المقدمة فخمسات يتيح في ذلك نشر ما يقارب ١٠ نماذج حول الخدمة التي تقدمها بالاضافة الي التفاصيل الخاصة بالخدمة وعبر اتفاق الصفقة هذه الامور وغيرها تساهم في تقييم البائع لتحديد موقف الشراء من عدمه ,1,العمل الحر
هل تخاطر بخدمة لا تعرفها ,0,إليك قائمة المهام التقنية بالنسبة إلي كاتب محتوى التي تعلمتها من خلال المهمة الأولى من نوعها هذا ما أتذكره حتى الآن  أنا من عشاق هذه المخاطرة  وأكررها مرارا  لأنني لن أتطور ولن أتعلم كل ما هو جديد علي إلا بهذا الأسلوب لكن يجب أن تكون المهمة المعنية بذلك تتوافق مع السروط الآتية كي أتجرأ وأوافق عليها وأتعلم فيها ,1,العمل الحر
إرفاق صاحب المشروع لملفات توضيحية بالعرض  هل هناك عروض تحتاجها بشكل ضروري ,0,يختلف ذلك حسب المشاريع يا علي  فبعضها لا يمكننا العمل عليه دون ملفات توضيحية مثل  الملفات التعريفية للشركات  وغيرها   والبعض الآخر نكتفي فيها بالوصف الجيد والواضح ويمكننا القيام بها على أكمل وجه لكن في حالتك يا علي وبصفتك عملت على عدة مشاريع فإنك بذلك مؤهل وتستطيع طرح الأسئلة المناسبة التي تمكنك من معرفة نوعية المحتوى وكيف ستقدمه وفي هذا الصدد سأحكي لك تجربتي الشخصية مع أحد العملاء  الذي جاء يطلب مقالا سريعا عن منطقة وكيف تطورت خلال فترة معينة فظننت أن المقال سينشر على الإنترنت فقمت يكتابته متوافقا مع السيو مع روابط خارجية وإحصائيات وموثقا  وحين سلمته  اكتشفت أن  المقال ليس للنشر على الإنترنت  وهذا خطئي لأنني لم أسأل جيد ا والعميل يتحمل جزءا من المسؤولية لأنه لم يوضح من البداية الخلاصة أننا نتعلم بالتجربة  وأغلب البدايات يكون لابد من الخطأ للتعلم ولابأس بذلك ,1,العمل الحر
دراسة في علاقة طول وصف البايو مع عدد العروض في مستقل,0,عدد كلماتي قليل ربما قد أقول إنه عشر كلمات أو ما شابه  وفي الواقع فكرت كثيرا  في فكرة ربط عدد الكلمات بمعدل المشاريع لكن فضلت الاعتماد على المشاريع المكتملة بالفعل والتقييمات  ولدي ما يقرب من ١٥ مشروع وسبب ذلك أني أفضل أن يسوق لي عملي بدل ا من كلماتي  رغم أنه من الواضح أن حتى الكلمات تساعد في أن يكون هذا العمل واضح ا بشكل أكبر  لكن من الواضح أن تجربتي تعارض احصائيتك  ولكن لا مشكلة فليس هناك قاعدة تنطبق على الجميع وهناك عوامل أخرى مختلفة ,1,العمل الحر
تقنية 52 17  كيف ساهمت في زيادة انتاجيتي كمستقل ,0,في الحقيقة لم أحبها  حيث إن تقسيم العمل 52 17 صارم بشكل مستفز وكأنه يتعامل مع ألات وليس بشر  فكيف لشخص لديه مهمات متعددة يضبط المنبه لينتهي من مهماته في 52 دقيقة بالضبط ثم يعيد ضبطه حتى لا تتجاوز فترة راحته 17  دقيقة وما علاقة هذه الارقام بتحقيق إنتاجية أعلى وعلى الجانب الاخر ارى ان  تقنية بومودورو التي تعتمد على جدول مدته 25 5 دقيقة  اثبتت مرونة وانتشار لعقود من الزمان   وكلا الطريقتين في رأيي تصلحان أكثر للعمل المهني ولكن العمل الإبداعي والمكتبي يمكننا فيه الاستفادة من نظرية الفستق  وهو ما أفعله في الحقيقة  حيث أبدأ يوم العمل بتقسيم المهمات المطلوبة مني ووضع جدول زمني أولي للانتهاء من كل واحدة ثم اوازن بينها بحيث اختار الاولويات وارتب الخطوات وكلما انتهيت من خطوة او مهمة اضع حولها علامة   هذا الامر يشعرني بالانجاز وبأن ما تم انجازه اكثر بكثير مما تبقى   أو انني انجزت كل ما كان مطلوب مني  واستحق تقديري لذاتي على هذا الامر ,1,العمل الحر
معد ل إعادة التوظيف  من هو المستقل الذي يعود صاحب المشروع إلى التعامل معه مرة أخرى ,0,إضافة إلى الصفات التي تحدثت عنها يمكنني أن أضيف وجهة نظر أخرى وقد تكون بعيدة نوعا ما عن مهارات المستقل بل لها علاقة بصاحب المشروع وهي يمكن أن نصبح من هذا النوع من خلال ,1,العمل الحر
كيف تتعامل مع قل ة  العروض المتبقية  في مستقل ,0,استوقفتني هذه الفقرة وأعجبتني  وهو الحضور الافتراضي ولربما أزيد عليها كلمة الدائم لتصبح  حضورا  افتراضيا  دائما    فمن واقع تجربتي لا يمكن القبول بكونك فريلانسر  مستقل  وتنقطع عن تقديم العروض والخدمات في مجال عملك كمستقل لمدة من الزمن عبر المنصات  فحينها لا أنت متابع للتحديثات المستمرة لمنصات العمل عن بعد وأدواتها ولا أنت متابع لسوق العرض والطلب في مجال وتخصص عملك أرى أن مخزون 12 عرض او حتى 10 عروض هو مخزون منطقي فالمستقل المحترف  ان كان يعمل بنفسه  لا يمكنه الانتاجية بجودة عالية أكثر من ذلك خلال مدة شهر من وجهة نظري  ولربما إبقاء الربع بالمخزون هو الخيار الذي أميل إليه  أما عدد العروض المتبقية لي حاليا فهو 8 عروض,1,العمل الحر
لنجعلها دليل ا لأصحاب المشاريع  ما هي المشروعات التي يبتعد عنها المستقل ,0,بالنسبة لي فهناك عدة عوائق تواجهني في التعامل مع العملاء والمشاريع سواء قبل التوظيف أو بعد التوظيف  وهذه العوائق قد تجعلني أحجم عن تقديم العرض  قبل التوظيف  وتجعلني أبتعد عن تكرار تجربتي مع العميل بعد التعامل معه أو أثناء التعامل معه من ضمن العوائق التي تواجهني   التحدث بأخطاء لغوية أو التحدث باللغة العامية الأخطاء اللغوية تمثل عائق كبير إن زادت عن حدها  فهي تقلب موازين الجمل وتجعلني أواجه صعوبة كبيرة في الفهم  ويزيد الطين بلة حينما يدمجها العميل مع لغته العامية  فتشعر حينها أنك أمام تعويذة سحرية تحتاج لأيام كي تفك طلاسمها وتظل تتساءل  هل يقصد كذا   أو ربما قصد  كذا     التحدث بلهجة استعلائية أتجاهل تلقائيا  تلك العروض التي يتحدث فيها العميل بصورة مستعلية بصيغة الأمر والنهي المباشرين وأظن أن العديد من المستقلين يبتعدون عن مثل تلك العروض أيضا  فالرقي مطلوب  ويجب على العميل أن يعطي أهمية للصورة التي يرسمها له كلامه في أذهان المطالعين لمشروعه  حين يكون معدل التوظيف عنده قليل جدا وهذا يعطي لي مؤشر بأنه غير جاد غالبا  ,1,العمل الحر
للعاملين عن بعد  ما هي العبارات السلبية  التي يجب تجنبها في العمل ,0,يحدث سوء فهم كبير بيني وبين صديقتي التي تعرفت عليها من خلال وسائل التواصل حين نتواصل كتابيا  وحين نتواصل صوتيا أجدها مختلفة جدا عما يظهر من كتابتها لكن أن تكون عبارة شكرا مقدما هذا شيء  غريب حقا  لكن لو ننظر بشكل موضوعي  هي فعلا مستفزة نوعا ما يمكن تفادي سوء الفهم من خلال الرسائل الصوتية أو جلسات زوم سريعة  بدل إرسال رسائل نصية تسبب المشاكل أظن أن صيغ الأمر تكون مستفزة ومنفرة  أو أن يشعر الآخر بالضغط أو أنه ملزم بفعل أمور قد لا تكون ضمن مسؤوليته ,1,العمل الحر
كفريلانسر    هل تسببت يوما  في إنهاء مسيرة أحد العملاء ,0,ليس شرط ا  محمد  ربما هذا العميل  كان في ذلك الوقت بأمس الحاجة إلى اسناد مشروع عاجل لمستقل ما لأسباب كثيرة منها عدم خبرته  حول بعض مهام عمله  وربما أيض ا يود أن يتم انجاز مشروعه وفق الشكل المطلوب وربما لضيق وقته  لذا فكرة أن نتائج عملنا هي  من جعل العميل يغادر العمل الحر للأبد وبدون عودة ليست  معيار ا يمكن أن نبني عليه تصورنا ورؤيتنا تجاه العملاء ,1,العمل الحر
كيف تحو  ل العرض المستبعد إلى مقبول في مستقل ,0,أحيانا يكون الاختيار متعلقا بخصوصية مشروع العميل فقط  وليس لأن المستقل الذي اختاره أفضل المستقلين مهارة في مجاله   إذ قد يختار صاحب المشروع هذا الشخص أو ذاك لأنه رسم المشروع في ذهنه بشكل محدد ووجد الشروط متوفرة في الشخص الذي اختاره  فيغيب عن المستبعدين السبب المنطقي من وراء اختياره  ربما هناك مهارة أو ميزة ما بالمستقل يعتقد العميل إما حسب متطلبات مشروعه أو خبرته أو حتى جهله أنها قد تعطي إضافة لمشروعه  حتى وإن لم يفصح عنها في طلبه مثلا قد يطلب صاحب مشروع مستقلا لكتابة مقالات سياحية لموقعه  وقد يقع اختياره على فتاة ما  لا يبدوا أنها أفضل المتقدمين ولكن صاحب المشروع اختارها لأنه يعلم أن أكثر رواد موقعه نساء لذا يريد كاتبة امرأة لتغطي مواضيع المرأة  وهو لم يفصح عن ذلك في طلبه ولكن بدا له أن يختار امرأة  أو قد يختاره لأنه من بلد ما يريد أن يستهدف جمهوره بالمقالات  أو لأنه دارس للقانون ويريد أن تكون المواضيع تغطي الجوانب القانونية أيضا وهلم جرا من الاحتمالات اللامتناهية   ,1,العمل الحر
العميل المتعاون   هل صادفكم هذا النوع من العملاء من قبل ,0,في بداياتي في العمل سمعت بعض النصائح من قبيل  هناك مستغلين ومحتالين وكثير من اللغط  لكن منذ بدايتي إلى الآن تعاملت من المتعاونين والرائعين فقط  ولله الحمد ربما عميلك مستعجل على موقعه  لذلك اختار أن يساعدك بدل أن يستعجلك ويضغط عليك  وهذا جهد ي شكر ويحترم قبل فترة تعاملت مع عميل في كتابة المقالات  ثم عرض علي عملا آخر  فاعتذرت عنه لأنني مبتدئة وليس لدي خبرة فيه لكنني اتفاجئ به يصر  على طلبه  وأخبرني أنه سيساعدني حتى أتعلم ويكون لدي خبرة في ذلك ,1,العمل الحر
تعيين منسق مشاريع مستقل لاختيار المستقلين وتعيينهم  ما رأيكم وبماذا تنصحونني ,0,ستكون بحاجة شديدة الي تعيين منسق مشاريع في حال كثر الاعمال التي بين يديك حينها سيكون من المناسب تعيين منسق يعينك علي مجموعة المهام التي ذكرتها وتسليمها اليك في نهاية الامر في اطار تكامل المشروع وتسليمة  والحقيقة فقد اشرت الي نقطة مهمة جدا وهي توظيف مستقلين للقيام بمهام للمساعدة في انجاز المشاريع التي وكلت بها  وتكمن الاهمية بنظري من باب المنفعة المشتركة  لذلك اسمح لي بمشاركة مجموعة من النصائح في هذا إلاطار  ايضا ستحتاج الي إختيار شخص منسق مشاريع يستطيع التعامل مع الامور بحكمة ولدية نظرة في اختياراته ومتفحص جيدا في المستقل الذي يختاره بالاضافة الي قدرتة علي إدارة الامور بكفاءة ,1,العمل الحر
كيف يمكنني الربح من موقع مستقل ,0,من خلال خبرتي في هذا الموقع فهذه هي النقاط التي فادتني ,1,العمل الحر
 في حالة ضعف أداء المستقل  ما الذي يمكنني فعله كصاحب مشروع ,0,أعتقد بان  هناك سببا  يقود كثير من الم ستقلين إلى انتاجية أكبر في عملهم في حال ط بق هذا الأمر من قبل أصحاب المشاريع  ألا وهو تقدير جزء من أعمال المستقل الحالي  هذا الأمر سيجعل المستقل يفكر بتقصيره فورا  وبأن  عليه أن يبادل هذا التقدير بشيء من الصدق بالعمل والانتاجية  هذا الأمر أعتقد بأنه  سينجح مع م عظم المستقلين ويجب أن يبدأ به دائما  كطريقة لحل المشكلات  ,1,العمل الحر
كم قد قتلت  جد ي بسبب العمل الحر ,1,عذرا فالكذب يبقى كذبا ولا يوجد مبررا له  فأنا أعمل بالمجال الحر وصراحة أكثر الأمور التي تخيفني هي عدم القدرة على تسليم المشروع بالوقت المحدد لذلك أتبع في ذلك استراتيجية تبدو لحد الآن ناجحة  سألخصها لك في بضع نقاط,1,العمل الحر
من خلال خبرتك ماهي افضل مجالات الفري لانسر  للكسب بصوره جيده,1,الأمر يعتمد على المهارة التي تمتلكها ولكن بشكل عام أفضل المجالات المطلوبة في سوق العمل حسب دراسات مختلفة  تصميم  الويب  قرأت دراسة دولية ل مكتب إحصاءات العمل  تقول بأن هنالك زيادة بنسبة 13   على الوظيفة والنسبة في الزيادة في الفترة المقبلة تصمم جرافيكخبير في تحسين محركات البحث  SEO   ربما لأن هنالك تنافس بين المواقع المختلفة في تصدر محتواها في قائمة الاعلى  أصبحت هذه الوظيفة مطلوبة في سوق العمل الحر تحليل  بيانات  التسويق عبر وسائل التواصل الاجتماعي,0,العمل الحر
باي باي  لايكـ   ديسلايكـ     خمسات تودع نظام التقييم الخاص بها ,0,سأحاول الشرح أكثرلكل تقييم 5 نجوميوجد 3 خانات للتقييمعدد التقييمات الإيجابية القديمة تضرب في 5 تضاف إليها التقييمات السلبية كماهي والناتج منهما يطرح على تقييم البائع الجديد حتى نتحصل على النسبة الجديدة للتقييم العام يعجبني هذا النوع من التقييم لأنه واضح  فإذا كان التقييم سيئ على الجودة سيكون منفر للعملاء الآخرين  أما إن كان التقييم سيء من حيث تجاوز مدة التسليم فيمكن التجاوز عنه إن كان للبائع ظروف معينة وهذا أمر قد يحصل لأي كان ,1,العمل الحر
لو كنت صاحب مشروع  ما هي الأشياء التي تتجنب ها في المستقل المرش ح لمشروعك ,0,أعتقد أن هناك نقاط بديهية يعرفها الجميع  لكن ما لا يعيره البعض اهتماما  بالغا  هو أسلوب المستقل في التواصل والتعامل  والذي أعده في غاية الأهمية  أحيانا  يكون المعيار الأول بالنسبة لي  من منطلق كوني اشتريت في مناسبات عديدة سابقة لهذا من الأشياء التي تجعلني لا أقدم على طلب خدمات المستقل  أو أستغني عن خدماته هو كيفية معاملته لي  وتواصله معي  ويتمثل ذلك في الآتي هناك نقاط عدة يطول شرحها بخصوص التواصل الجيد الذي لا يوليه أغلب المستقلين أدنى اهتمام  بحكم تعاملاتي الكثيرة السابقة مع أعداد لا بأس بها منهم  لهذا السبب  أتمنى أن يستفيد أي شخص يقرأ هذه المداخلة أو أي موضوع لي بهذا الخصوص في هذا الملتقى الجميل أو إحدى منصات حسوب  حتى يحدث بعض التغيير في طريقة تواصلنا مع الآخر سواء كان عميلا  أو بائعا   نفس النقاط تنطبق على كثير من المشترين الذين لا يراعونها  ,1,العمل الحر
كيف أبني علاقة طويلة الامد مع العميل ,0,فعلا  هذه أفضل طريقة للتكي ف مع السوق والفوز بمكاسب جراء إعادة الاستثمار بخدمتك  المحافظة على عميل سابق برأيي أفضل من الحصول على عميل جديد ولهذا الأمر عدة طرق برأيي وأدوات  ,1,العمل الحر
أفكر في العمل 24 ساعة بينما أحصل على راتب 8 ساعات فقط   كيف أتخلص من التفكير الدائم في العمل ,1,انت تعمل بدون خطة واضحة وربما تاخذ اكبر قدر ممكن من المشاريع ولديك مشكلة في مفهوم ادارة العملكما انك لا تضع قائمة بالمهام التي ستقوم بها ولاتقوم بتوزيع تلك المهام على الجدول المتاح لك لحين نهاية المشروعهذا ما استنتجته من المشكلةحاول ان تتبع فلسفة اجايل وهي ان تقوم بتقسيم المشروع لعدة مهام بحيث تقتضي كل مهمة ان يتم انجازها في ظرف 4 8 16 ساعة فقط لا اكثر  نصف يوم عمل  يوم عمل  يومين عمل  ,1,العمل الحر
كيف تتصرفون في فترات الاحباط,0,لا أفعل شيء على الإطلاق فقط أبحث عن شيء يسعدني وأفعله كالكتابة مثل ا  أو ربما أقاطع كل شيء حتى الكتابة وأعيش حياتي بطريقة عبثية من أجل تشتيت عقلي فحسب  وأحيان ا ألجأ للعزلة أو أذهب لأي  عالم موازي  تلك الرحلة في حد ذاتها تجعلني أنسى الإحباط وأشتاق لعالمي وعملي بعد يوم أو اثنين  ,1,العمل الحر
صعوبات تواجه أصحاب المشاريع في إيجاد المستقل المناسب   ما رأيكم ,0,في الحقيقة يا علي اعتقد ان كثرة عدد المستقلين المتقدمين للقيام بالمشروع مربك ومحير ويستتبع الخطأ   فنحن في النهاية بشر قد نقع تحت تأثير نفسي ونحن نختار وبالتالي وارد جدا وباحتمال كبير ان يكون اختيارنا في هذه الحالة خطأ فمثلا صورة شاب قريب منك في السن ومن نفس بلدك قد تجعلك تميل لأن تتعاون منه ظنا منك ان هناك وادي تقارب بينكما سيؤدي الى مزيد من التعاون وحتى تتفادى هذا الامر قد تختار فتاة من بلد أخرى فتجد انه لم يكن اختييار موفق   انا مثلا اميل إلى اعطاء فرصة لمن لم يعمل سابقا ظنا مني انني اكتشف المواهب ولذا فلا يجب علي ان ألوم إلا نفسي عندما يكون اختياري ليس متخصص ولا خبير ونخلص من هذا الى اننا يجب ان نبتعد في خياراتنا عن التأثيرات النفسية للصور وللتجارب السابقة والحالة المادية والعبارات العاطفية التي يكتها المستقلون في خطابات التقديم وهناك ايضا السعر المقترح من المستقل للقيام بالمشروع  فعندما يعرض علي احدهم بسجله الحافل وتخصصه المطابق لما ابحث عنه   عندما يعرض علي مبلغ زهيد مقابل اتمام المشروع فقد اقبله رغبة في التوفير  وقد اختار المستقل الذي قيم جهده غاليا فيكون غير ملائم أيضا وإنما لديه غرور العظمة وبالتالي اسمح لي ان اكون نصيحتي التالية أن لا تنخدع في السعر المقترح من المستقل فهو ليس دليل على كفاءة ولا على قلة كفاءة ماذا نفعل اذا لو كنت مكانك لخصصت وقت كافي للقيام بدراسة متأنية لكل من تقدم للقيام بمشروعي   من خلال فحص تقييمهم من قبل اصحاب مشاريع اخرين ومن خلال قراءة نماذج اعمالهم واساليبهم وايضا اضع في الاعتبار السن والصورة والجنسية     كل شيء له اعتباره  ولا بأس من اقامة حديث معه ولو مكتوب حول طبيعة المهمة ومدى اقباله عليها  لابد ان نتيجة الحوار سوف تفيدني بشي  مثلا  مدى حماسه   مستوى ثقافته   مدى تمكنه   ومدى جديته ثم اتوكل على الله وأخذ القرار وانا مقررة أنا موافقة على نسبة خطا بشري إن وجد  على ان أتعلم من خطأي فلا أكرره مرتين ,1,العمل الحر
كعميل  كيف تكتب وصف  لمشروعك على منصة  مستقل  يجذب أفضل المواهب ,0,بداية دعني أخبرك أنك محق في جزئية أن صاحب المشروع قد يخسر المواهب والمستقلين ذوي الخبرة بسبب صياغة مشروعه لأن هناك بعض الصياغات المستفزة التي تجعلني أنفر حتى لو كان موضوع المشروع مهما بالنسبة لي  خاصة أولئك الذين لا يدركون أن مشروعهم هو في الأساس يتكون من عدة مهام  وليس مهمة واحدة وهذا يربك المستقل ويجعله يتردد في التقديم لأنه يدرك أن هذا المشروع يحتاج إلى ميزانية ووقت أكبر مما يظن صاحب المشروع  أنظر أولا للمشروع والمهارات اللازمة لتنفيذه وإن في مكنتي فعل ذلك اهتم أيضا للميزانية والوقت وهل هي مناسبة للمشروع ولا تؤثر على تأديتي للمشروع ,1,العمل الحر
كعميل  مشتري     كيف تمييز الخدمة  المنتج الج يد عن غيره ومتى تتحذ قرار الشراء ,1,هذه النقطة مهمة جد ا يجب أن يوليها العميل  اهتمام ا كبير وحتى المستقل أيض ا عند اختياره منصة للعمل بها اختيار المنصات الموثوق بها خطوة مهمة لعدم الوقوع في فخ  عمليات الاحتيال والنصب  من خلال هذا الام ر يستطيع العميل أو البائع أن يشتري  خدمة وهو يشعر بالاطمئنان كونه سيضمن اتمامه عمله بأفضل شكل  ناهيك بأنها ستحمي حقوق المشتري ولا يمكن تسليم له الخدمة إلا وهو راض  عنها وهذا ما يحدث في موقع خمسات  يفضل أن يتحقق المشتري من الملف الشخصي للبائع   ومن كيفية تقديم الخدمة وقراءة التفاصيل بشكل دقيق  المستقل المناسب يبذل افضل جهد في تقديم خدمته   أيض ا يفضل التحقق من المراجعات والتقييمات حول المستقلين ,0,العمل الحر
لماذا مستقل هو الأفضل    وخمسات هو الأسرع في جن ي الأرباح  ,1,أود أن أضيف أيض ا على كلامك أن منصة خمسات قد تكون أحد منصات الدخل السلبي  مثل ا عن طريق تقديم خدمة جاهزة من قبل أو تتطلب تعديلات بسيطة فيمكن للخدمة أن تبيع نفسها بدون تدخل كبير منك  بينما مستقل يعتمد بشكل أكبر على الدخل الإيجابي وتنفيذ عروض العملاء أنفسهم  ولكنه من ناحية أخرى يعمل على مشاريع أكبر بكتير فهناك احتمالية أكبر ليصبح الدخل بشكل أفضل عليه  بالنسبة لي أفضل مستقل لأن احتمالية تعرض صاحب المشروع لك تكون أكبر بكثير من خمسات  ,0,العمل الحر
كيف تكسب عملاء من خلال تقديم عينات مجانية  تجربة شخصية ,0,أعتقد أن الحفاظ على علاقات جيدة أولى دائم ا من المال وتقديم العينة بالنسبة لي يعكس الكثير من الأشياء أو يجب أن يعكسها لتكون خطوة موفقة  ولكنها تكون مضرة للمستقل في رأيي في بعض الأحيان مثل  لذلك وجب الحذر ,1,العمل الحر
كيف أؤسس مشروع خاص ,0,لابد أن تحصي مجالات خبرتك ومعرفتك اولا   اسألي نفسك     ماذا سأعمل   أو ما الذي أستطيع القيام به   هل أنتي مصممة   أم كاتبة   أو ربما تعملين في الخياطة   أو طاهية ماهرة   اعرفي مجالك ومكانك حتى تتقدمي من هناك  بعد ذلك ابحثي عن الوسيلة المناسبة لبدء وتسيير العمل  ويمكنك الإطلاع على عدد من المشاريع الناجحة في مجالك وكيف تعمل والإستفادة من تجاربهم  فمثلا  مجالات كالتصميم والتطوير التقني وكتابة المحتوى يوجد لها عدة منصات رائدة على الإنترنت كمنصة مستقل وخمسات وبعيد وغيرها  بينما مجالات كمشاريع الصناعات والحرف اليدوية أو بيع الوجبات قد تفيدك فيها مواقع التواصل الإجتماعي بشكل أكبر  ويوجد مجالات تتطلب منك عرض خدماتك على الشركات التي قد تحتاج إليها  العمل على الإنترنت يتطلب منك تطوير خدماتك بشكل مستمر حتى تستطيعي مواكبة المنافسة فيه  لذلك عززي مهاراتك من خلال الإلتحاق بالدورات التدريبية المختلفة أو تعلم المزيد حول مجالك  ,0,العمل الحر
ماذا تحتاج لتقد  م على مشاريع التدقيق اللغوي في مستقل ,0,موضوع التدقيق اللغوي هو أحد المواضيع التي تهم الكاتب بشكل كبير قبل المدقق  بالنسبة لموضوع الهاء والتاء المربوطة وكذلك الهمزة فهناك حيلة تساعدني كثير ا في أغلب الأوقات وهي إضافة  أل  للكلمة ومحاولة قراءتها  ففي الحالة الأولى إن صحت الكلمة كانت تاء مربوطة  فيمكننا قول  المدرسة  لكن لا يمكننا قول  ال مدرسته  أما عند استخدامها مع الألف والهمزة فهي تساعد في معرفتهما على حسب النطق ولكن الأمر يحتاج لخبرة واعتياد للعربية الفصحى فمثل ا نطق كلمة  الاطلاع  لا يستوجب الوقوف على الهمزة فلماذا نكتبها  على عكس نطق كلمة  الإبحار  مثل ا  هناك كلمات تحذف فيها الواو أو الياء الأخيرة لأنها نكرة فإن تم تعريفها وجب استعادتها  وهي في الغالب صيغة الفاعل ولكن لا أذكر بقية الأمثلة مثل ا أنا واع  أو أنا الواعيهناك أيض ا بعض الكلمات المميزة عند الحديث عن الهمزة فمثل ا كلمة اسم بلا همزة لكن عند جمعها أسماء تعود لها الهمزة وهذه نقطة سهلة النسيان  ,1,العمل الحر
التعليق الصوتي  ما الذي أحتاجه للدخول لهذا المجال ,0,لتجيد التعليق الصوتي يجب أن تتبع النصائح التالية 1  تدرب على القراءة بصوت عال يمكن أن تساعدك ممارسة القراءة بصوت عال  على التعرف على صوتك وتحديد الطرق التي يمكنك تحسينها  2  إنشاء استوديو التسجيل الخاص بكباستخدام استوديو التسجيل الخاص بك   يمكنك ممارسة مهاراتك في التعليق الصوتي في منطقة عازلة للصوت وبذلك تستطيع معرفة هل مستواك يتقدم أم لا 3  تطوير بكرة تجريبيةالبكرة التجريبية عبارة عن محفظة تحتوي على مقتطفات مختلفة من عملك السابق   والتي يمكنك استخدامها لت ظهر لأصحاب العمل مهاراتك في التمثيل الصوتي يعني اجمع تسجيلاتك الصوتية وقم بتحريرها مع ا في ملف واحد  ويمكنك استخدام التمثيل الصوتي لشخصيات مختلفة لإظهار مهاراتك 4  اختبار أداء المكالماتمن خلال إجراء المكالمات   يمكنك إظهار قدراتك على التمثيل الصوتي لأصحاب العمل مباشرة   تلك الطريقة يمكن أن تساعدك على تقوية مهاراتك   وقد تتلقى تعليقات منهم حول كيفية تحسين مهاراتك  وستحصل من خلال تلك الطريقة على العديد من فرص العمل في مجال التعليق الصوتي طبع ا لا تنس النصائح الأساسية  وهي 1  تدرب على سطورك  يمكن أن تساعدك مراجعة النص قبل الاختبار في تحديد الطريقة التي تريد قراءتها وكيفية تجسيد الشخصية التي تصورها 2  اشرب الماء  من المهم أن تحافظ على رطوبتك حتى تتمكن من توصيل صوتك بفعالية 3  كن سريع ا  قم بالوصول مبكر ا إلى مكان الاختبار حتى يكون لديك الوقت لمراجعة سطورك قبل أن يستدعيك مدير اختيار الممثلين ,0,العمل الحر
ما الذي يحتاجه المستقل لبناء علامة تجارية لنفسه في العمل الحر ,0,أهلا علي   خطوة ممتازة أشجعك عليك مع مشاركة تجربتك ليستفيد القراء أكثر على منصة حسوب i o مع أنني أقل منك خبرة لكنني قرأت بشكل واسع حول العلامة الشخصية وكيف تصنع لنفسك مكانا وتقدم خدماتك بصفتك خبير ولديك طاقم عمل ومتخصص يمكنك بداية الأمر يحتاج جهدا وعملا فقط واستمراريية  فأنت لديك ما يكفي من الخبرة لتبدأ  كما يمكنك أيض ا إطلاق قنوات اجتماعية مثل تلجرام بصفتك كاتب فهذا أفضل لك ,1,العمل الحر
